project,file,line,rule,verdict,reason,provenance,confidence
lua,lstate.c,269,MEM30-C,FP,L is not freed before line 269; close_state accesses G(L)->strt legitimately,precision_audit,high
lua,lstate.c,271,MEM30-C,FP,L not freed; freestack(L) call is legitimate,precision_audit,high
lua,lstate.c,271,MEM30-C,FP,L not freed; duplicate finding in close_state,precision_audit,high
lua,lstate.c,272,MEM30-C,FP,"Not double-free; (*g->frealloc)(...) frees the global_State block, not L twice",precision_audit,high
lua,lstate.c,278,API00-C,FP,Public LUA_API; NULL check would require error return; handled by lua_lock/unlock contract,precision_audit,high
lua,lstate.c,279,DCL00-C,FP,Advisory const-qualification,precision_audit,low
lua,lstate.c,296,EXP30-C,FP,memcpy args are independent expressions; no sequencing issue,precision_audit,high
lua,lstate.c,301,DCL30-C,FP,L1 is GC-heap-allocated (luaC_newobjdt); not a stack local,precision_audit,high
lua,lstate.c,310,MEM30-C,FP,"Not double-free; luaM_free(L,l) frees LX wrapper; L1 is a field of LX, not separately freed",precision_audit,high
lua,lstate.c,315,API00-C,FP,Internal function; L guaranteed non-NULL,precision_audit,high
lua,lstate.c,321,EXP43-C,FP,luaD_seterrorobj params are distinct stack slots; no overlap,precision_audit,high
lua,lstate.c,324,MEM30-C,FP,L not freed in luaE_resetthread; legitimate stack pointer arithmetic,precision_audit,high
lua,lstate.c,324,MEM30-C,FP,Duplicate; L not freed,precision_audit,high
lua,lstate.c,324,MEM30-C,FP,Duplicate; L not freed,precision_audit,high
lua,lstate.c,324,MEM30-C,FP,Duplicate; L not freed,precision_audit,high
lua,lstate.c,324,MEM30-C,FP,Duplicate; L not freed,precision_audit,high
lua,lstate.c,324,MEM30-C,FP,Sixth duplicate MEM30-C finding on luaE_resetthread line 324; L not freed,precision_audit,high
lua,lstate.c,329,API00-C,FP,Public LUA_API; internal contract guarantees L non-NULL,precision_audit,high
lua,lstate.c,329,API00-C,FP,'from' can legitimately be NULL (lua_closethread documents this),precision_audit,high
lua,lstate.c,329,DCL15-C,FP,lua_closethread is a public LUA_API symbol; must have external linkage,precision_audit,high
lua,lstate.c,341,API00-C,FP,"lua_newstate public API; ud is documented as user-supplied opaque pointer, may be NULL",precision_audit,high
lua,lstate.c,344,DCL00-C,FP,Advisory const-qualification,precision_audit,low
lua,lstate.c,344,WIN04-C,FP,WIN04-C is Windows-only; Lua targets POSIX and multiple platforms,precision_audit,high
lua,lstate.c,392,DCL30-C,FP,L is &g->mainth.l — a field of heap-allocated global_State; not a stack local,precision_audit,high
lua,lstate.c,396,API00-C,FP,Public LUA_API lua_close; NULL check not appropriate for public close function,precision_audit,high
lua,lstate.c,396,DCL15-C,FP,lua_close is a public LUA_API; must have external linkage,precision_audit,high
lua,lstate.c,403,API00-C,FP,Internal function; L always non-NULL,precision_audit,high
lua,lstate.c,406,DCL31-C,FP,"wf is a local variable (lua_WarnFunction wf = G(L)->warnf), not an undeclared function",precision_audit,high
lua,lstate.c,413,API00-C,FP,Internal function; L always non-NULL,precision_audit,high
lua,lstate.c,413,API00-C,FP,where is internal parameter; always non-NULL in Lua error subsystem,precision_audit,high
lua,lstring.c,44,API00-C,FP,luaS_eqstr is internal; a and b are always non-NULL GC string objects,precision_audit,high
lua,lstring.c,44,API00-C,FP,b always non-NULL GC string object,precision_audit,high
lua,lstring.c,48,EXP33-C,FP,len1 and len2 initialized by getlstr macro (output-param address pass); not uninitialized use,precision_audit,high
lua,lstring.c,48,EXP33-C,FP,len2 initialized by getlstr macro; not uninitialized use,precision_audit,high
lua,lstring.c,53,API05-C,FP,Conformant-array-parameter is C99 advisory; Lua uses portable C89-compatible style,precision_audit,high
lua,lstring.c,54,DCL00-C,FP,Advisory const-qualification; h is modified via ^=,precision_audit,low
lua,lstring.c,54,INT14-C,FP,Mixing bitwise and arithmetic on unsigned hash is standard hash function idiom,precision_audit,high
lua,lstring.c,56,INT14-C,FP,Hash function intentionally mixes shifts and XOR with addition,precision_audit,high
lua,lstring.c,56,FIO50-C,FP,"h is an unsigned int hash variable, not a FILE stream; completely wrong rule application",precision_audit,high
lua,lstring.c,56,FIO50-C,FP,"Duplicate FIO50-C; h is an integer, not a file stream",precision_audit,high
lua,lstring.c,61,API00-C,FP,Internal function; ts always non-NULL,precision_audit,high
lua,lstring.c,81,DCL00-C,FP,Advisory; h is assigned from ts->hash and then returned,precision_audit,low
lua,lstring.c,95,API00-C,FP,Internal function; L always non-NULL,precision_audit,high
lua,lstring.c,120,API00-C,FP,Internal function; g always non-NULL,precision_audit,high
lua,lstring.c,133,API00-C,FP,Internal function; L always non-NULL,precision_audit,high
lua,lstring.c,134,DCL00-C,FP,Advisory; g is used for multiple field accesses,precision_audit,low
lua,lstring.c,149,API00-C,FP,len is size_t; no overflow in switch/offsetof computation; internal function,precision_audit,high
lua,lstring.c,175,DCL30-C,FP,ts is returned from createstrobj which returns a GC-heap pointer; not a stack local,precision_audit,high
lua,lstring.c,179,API00-C,FP,Internal function; L always non-NULL,precision_audit,high
lua,lstring.c,182,EXP34-C,FP,"ts from createstrobj/luaC_newobj; luaC_newobj raises LUA_ERRMEM via longjmp, never returns NULL",precision_audit,high
lua,lstring.c,184,EXP08-C,FP,cast_charp(ts) + offsetof(...) is standard Lua string layout idiom for flexible string storage,precision_audit,high
lua,lstring.c,186,DCL30-C,FP,ts is heap-allocated GC object; not a stack local,precision_audit,high
lua,lstring.c,190,API00-C,FP,Internal function; L always non-NULL,precision_audit,high
lua,lstring.c,190,API00-C,FP,Internal function; ts always non-NULL,precision_audit,high
lua,lstring.c,190,DCL13-C,FP,Advisory const-pointer; ts->u.hnext is traversed to find/remove entry,precision_audit,low
lua,lstring.c,192,EXP40-C,FP,No const objects involved; p is TString** traversing a mutable linked list,precision_audit,high
lua,lstring.c,200,MSC04-C,FP,growstrtab indirect recursion through emergency GC is intentional Lua design; not a defect,precision_audit,high
lua,lstring.c,200,DCL13-C,FP,Advisory const-pointer parameter,precision_audit,low
lua,lstring.c,214,MSC04-C,FP,internshrstr indirect recursion via emergency GC is intentional Lua design,precision_audit,high
lua,lstring.c,214,API05-C,FP,Conformant-array-parameter advisory not applicable to Lua's portable C style,precision_audit,high
lua,lstring.c,216,DCL00-C,FP,Advisory; g used for multiple fields,precision_audit,low
lua,lstring.c,218,DCL00-C,FP,"Advisory; h is the hash result, used as key for bucket lookup",precision_audit,low
lua,lstring.c,218,STR34-C,FP,str[l-1] is immediately cast via cast_byte() to lu_byte (unsigned); no sign extension,precision_audit,high
lua,lstring.c,219,EXP40-C,FP,list points into mutable hash table; no const objects are modified through it,precision_audit,high
lua,lstring.c,223,ARR38-C,FP,memcmp size is l*sizeof(char); both strings have length l (checked at line 222); safe,precision_audit,high
lua,lstring.c,227,DCL30-C,FP,ts is GC-heap-allocated via createstrobj; not a stack local,precision_audit,high
lua,lstring.c,236,EXP34-C,FP,ts from createstrobj/luaC_newobj; never returns NULL (longjmp on OOM),precision_audit,high
lua,lstring.c,238,ARR38-C,FP,memcpy copies l bytes into ts which was allocated with sizestrshr(l); exact fit,precision_audit,high
lua,lstring.c,240,DCL30-C,FP,ts is heap-allocated; sqc incorrectly identifies it as stack local,precision_audit,high
lua,lstring.c,242,DCL30-C,FP,ts is heap-allocated GC object; not a stack local,precision_audit,high
lua,lstring.c,249,MSC04-C,FP,luaS_newlstr indirect recursion via emergency GC is intentional Lua design,precision_audit,high
lua,lstring.c,249,API05-C,FP,Conformant-array-parameter advisory not applicable to Lua's portable C style,precision_audit,high
lua,lstring.c,257,ARR38-C,FP,memcpy copies l bytes into getlngstr(ts) which was allocated with size l+1; safe,precision_audit,high
lua,lstring.c,257,EXP43-C,FP,Source is external str param; dest is getlngstr(ts) inside newly allocated object; no overlap,precision_audit,high
lua,lstring.c,269,API00-C,FP,Internal function; L always non-NULL,precision_audit,high
lua,lstring.c,269,API00-C,FP,str always non-NULL (caller passes C string literal or validated pointer),precision_audit,high
lua,lstring.c,269,MSC04-C,FP,luaS_new indirect recursion via emergency GC is intentional Lua design,precision_audit,high
lua,lstring.c,270,STR34-C,FP,str[0] passed to point2uint which casts through cast_uint; sign extension harmless in hash,precision_audit,high
lua,lstring.c,270,INT10-C,FP,Modulo is on unsigned int (point2uint result) % STRCACHE_N; no signed operands,precision_audit,high
lua,lstring.c,286,API00-C,FP,Internal function; L always non-NULL,precision_audit,high
lua,lstring.c,299,DCL30-C,FP,u is heap-allocated GC object via luaC_newobj; not a stack local,precision_audit,high
lua,lstring.c,311,DCL13-C,FP,Advisory const-pointer parameter,precision_audit,low
lua,lstring.c,318,API00-C,FP,s may be NULL only for LSTRMEM kind; handled by falloc path,precision_audit,high
lua,lstring.c,318,API00-C,FP,"len is caller-controlled size_t; no overflow in luaS_sizelngstr(0,kind)",precision_audit,high
lua,lstring.c,319,API05-C,FP,Conformant-array-parameter advisory not applicable,precision_audit,high
lua,lstring.c,319,API05-C,FP,Conformant-array-parameter advisory not applicable,precision_audit,high
lua,lstring.c,344,API00-C,FP,Internal function; ts always non-NULL,precision_audit,high
lua,lstring.c,344,MSC04-C,FP,luaS_normstr indirect recursion via emergency GC is intentional Lua design,precision_audit,high
lua,ltablib.c,34,PRE00-C,FP,aux_getn evaluates L twice; all call-sites pass a plain lua_State* variable,precision_audit,high
lua,ltablib.c,34,PRE12-C,FP,"L evaluated twice in aux_getn; all call-sites use simple variable, not side-effecting expression",precision_audit,high
lua,ltablib.c,69,EXP30-C,FP,tcreate calls luaL_argcheck twice with independent args; no sequencing issue,precision_audit,high
lua,ltablib.c,76,DCL00-C,FP,Advisory const-qualification; e is modified at line 77,precision_audit,low
lua,ltablib.c,87,EXP33-C,FP,pos is assigned in every switch case (case 2 and case 3) before use at line 99,precision_audit,high
lua,ltablib.c,130,DCL00-C,FP,Advisory; e is used as loop bound and not modified after init,precision_audit,low
lua,ltablib.c,179,EXP33-C,FP,lsep is initialized by luaL_optlstring output parameter at line 173; not uninitialized,precision_audit,high
lua,ltablib.c,202,STR30-C,FP,lua_setfield takes const char* key; string literal is not modified,precision_audit,high
lua,ltablib.c,211,DCL00-C,FP,Advisory; e serves as loop bound in tunpack,precision_audit,low
lua,ltablib.c,214,EXP30-C,FP,tunpack: n is incremented in lua_checkstack arg; n is not read again in same expression,precision_audit,high
lua,ltablib.c,215,EXP30-C,FP,Duplicate finding; ++n in lua_checkstack call is well-defined single expression,precision_audit,high
lua,ltablib.c,215,EXP20-C,FP,lua_checkstack return is tested as boolean (0=failure); standard Lua API usage,precision_audit,high
lua,ltablib.c,297,MSC37-C,FP,partition() always returns via the 'return i' path or luaL_error (noreturn); no fall-through,precision_audit,high
lua,ltablib.c,335,INT14-C,FP,Mixing bitwise XOR and modulo in pivot randomization is intentional,precision_audit,high
lua,ltablib.c,335,INT33-C,FP,"choosePivot only called when up-lo >= RANLIMIT(100), so r4=(up-lo)/4 >= 25; r4*2 never zero",precision_audit,high
lua,ltablib.c,344,MEM05-C,FP,auxsort is bounded recursion (O(log n) depth via smaller-half call); not unbounded,precision_audit,high
lua,ltablib.c,412,ARR02-C,FP,Sentinel-terminated initializer with implicit size is standard C idiom for function tables,precision_audit,low
lua,ltablib.c,425,API00-C,FP,Public LUAMOD_API; L is always non-NULL from the module loader,precision_audit,high
lua,ltablib.c,425,DCL15-C,FP,luaopen_table is a public LUAMOD_API; must have external linkage for dynamic linking,precision_audit,high
lua,ltm.c,1,MEM31-C,FP,tmname strings are GC-managed with luaC_fix; freed by GC at interpreter close,precision_audit,high
lua,ltm.c,30,DCL15-C,FP,luaT_typenames_ is declared LUAI_DDEF; used externally via LUAI_DDEC in lobject.h,precision_audit,high
lua,ltm.c,30,DCL19-C,FP,Advisory scope reduction; luaT_typenames_ is intentionally file-scope for cross-TU access,precision_audit,low
lua,ltm.c,38,API00-C,FP,Internal function; L always non-NULL,precision_audit,high
lua,ltm.c,39,ARR02-C,FP,Sentinel-terminated local array with implicit bounds is standard C idiom,precision_audit,low
lua,ltm.c,50,MEM31-C,FP,tmname[i] is GC-managed string; luaC_fix prevents collection; freed at interpreter shutdown,precision_audit,high
lua,ltm.c,60,API00-C,FP,Internal function; events and ename always non-NULL,precision_audit,high
lua,ltm.c,60,API00-C,FP,Internal function; ename always non-NULL,precision_audit,high
lua,ltm.c,64,INT34-C,FP,event is TMS enum value; lua_assert(event <= TM_EQ) at line 62 ensures it is within 0..TM_EQ (<32),precision_audit,high
lua,ltm.c,67,DCL30-C,FP,tm is pointer returned by luaH_Hgetshortstr pointing into table storage; not a stack local,precision_audit,high
lua,ltm.c,71,API00-C,FP,Internal function; L and o always non-NULL,precision_audit,high
lua,ltm.c,71,API00-C,FP,Internal function; o always non-NULL,precision_audit,high
lua,ltm.c,91,API00-C,FP,Internal function; o always non-NULL,precision_audit,high
lua,ltm.c,91,MSC04-C,FP,luaT_objtypename indirect recursion via GC emergency is intentional Lua design,precision_audit,high
lua,ltm.c,103,API00-C,FP,Internal function; L always non-NULL,precision_audit,high
lua,ltm.c,103,API00-C,FP,Internal function; f always non-NULL (caller checked),precision_audit,high
lua,ltm.c,103,API00-C,FP,Internal function; p1 always non-NULL stack pointer,precision_audit,high
lua,ltm.c,103,API00-C,FP,Internal function; p2 always non-NULL,precision_audit,high
lua,ltm.c,103,API00-C,FP,Internal function; p3 always non-NULL,precision_audit,high
lua,ltm.c,103,MSC04-C,FP,luaT_callTM indirect recursion via VM dispatch is intentional Lua metamethod design,precision_audit,high
lua,ltm.c,119,API00-C,FP,Internal function; L always non-NULL,precision_audit,high
lua,ltm.c,119,API00-C,FP,Internal function; f always non-NULL,precision_audit,high
lua,ltm.c,119,API00-C,FP,Internal function; p1 always non-NULL,precision_audit,high
lua,ltm.c,119,API00-C,FP,Internal function; p2 always non-NULL,precision_audit,high
lua,ltm.c,119,MSC04-C,FP,luaT_callTMres indirect recursion via VM dispatch is intentional Lua design,precision_audit,high
lua,ltm.c,138,MSC04-C,FP,callbinTM indirect recursion is intentional metamethod dispatch chain,precision_audit,high
lua,ltm.c,138,MSC37-C,FP,callbinTM returns -1 or result of luaT_callTMres; all paths have explicit returns,precision_audit,high
lua,ltm.c,150,MSC04-C,FP,luaT_trybinTM indirect recursion is intentional Lua dispatch design,precision_audit,high
lua,ltm.c,173,API00-C,FP,Internal function; L always non-NULL,precision_audit,high
lua,ltm.c,173,MSC04-C,FP,luaT_tryconcatTM indirect recursion is intentional Lua design,precision_audit,high
lua,ltm.c,175,EXP30-C,FP,callbinTM and s2v(p1+1) args are evaluated in separate expressions; no sequencing issue,precision_audit,high
lua,ltm.c,175,ARR37-C,FP,p1 is StkId (stack slot pointer); p1+1 points to next contiguous stack slot; valid pointer arithmetic,precision_audit,high
lua,ltm.c,176,EXP30-C,FP,luaG_concaterror args s2v(p1) and s2v(p1+1) are independent sub-expressions; no issue,precision_audit,high
lua,ltm.c,176,ARR37-C,FP,p1 is StkId into contiguous stack array; p1+1 is valid stack pointer arithmetic,precision_audit,high
lua,ltm.c,180,MSC04-C,FP,luaT_trybinassocTM indirect recursion is intentional Lua dispatch design,precision_audit,high
lua,ltm.c,189,API00-C,FP,Internal function; L always non-NULL,precision_audit,high
lua,ltm.c,189,API00-C,FP,Internal function; p1 always non-NULL,precision_audit,high
lua,ltm.c,189,MSC04-C,FP,luaT_trybiniTM indirect recursion is intentional Lua dispatch design,precision_audit,high
lua,ltm.c,200,API00-C,FP,Internal function; L always non-NULL,precision_audit,high
lua,ltm.c,200,API00-C,FP,Internal function; p1 always non-NULL,precision_audit,high
lua,ltm.c,200,API00-C,FP,Internal function; p2 always non-NULL,precision_audit,high
lua,ltm.c,210,API00-C,FP,Internal function; L always non-NULL,precision_audit,high
lua,ltm.c,210,API00-C,FP,Internal function; p1 always non-NULL,precision_audit,high
lua,ltm.c,231,MSC04-C,FP,createvarargtab indirect recursion is intentional Lua design,precision_audit,high
lua,ltm.c,234,MEM31-C,FP,t is GC-managed table anchored on stack (sethvalue into L->top); freed by GC,precision_audit,high
lua,ltm.c,272,API00-C,FP,Internal function; L always non-NULL,precision_audit,high
lua,ltm.c,272,API00-C,FP,Internal function; ci always non-NULL,precision_audit,high
lua,ltm.c,272,API00-C,FP,Internal function; p (Proto*) always non-NULL,precision_audit,high
lua,ltm.c,272,MSC04-C,FP,luaT_adjustvarargs indirect recursion is intentional Lua design,precision_audit,high
lua,ltm.c,292,API00-C,FP,Internal function; ci always non-NULL,precision_audit,high
lua,ltm.c,292,DCL13-C,FP,Advisory const-pointer parameter,precision_audit,low
lua,ltm.c,305,EXP33-C,FP,len is initialized by getlstr macro (output-param address pass); not uninitialized use,precision_audit,high
lua,ltm.c,321,MSC04-C,FP,getnumargs indirect recursion is intentional Lua design,precision_audit,high
lua,ltm.c,321,DCL13-C,FP,Advisory const-pointer parameter,precision_audit,low
lua,ltm.c,322,MEM10-C,FP,Direct NULL check is appropriate; MEM10-C advisory wrapper pattern not required,precision_audit,high
lua,ltm.c,338,API00-C,FP,Internal function; L always non-NULL,precision_audit,high
lua,ltm.c,338,API00-C,FP,Internal function; ci always non-NULL,precision_audit,high
lua,ltm.c,338,MSC04-C,FP,luaT_getvarargs indirect recursion is intentional Lua design,precision_audit,high
lua,ltm.c,340,DCL00-C,FP,Advisory; h is used in conditional and loop,precision_audit,low
lua,lundump.c,45,MSC37-C,FP,error() is declared l_noret (noreturn attribute); always terminates via luaD_throw,precision_audit,high
lua,lundump.c,45,DCL13-C,FP,Advisory const-pointer parameter,precision_audit,low
lua,lundump.c,55,PRE00-C,FP,loadVector macro: b and n used once each in expansion; no multiple-evaluation issue,precision_audit,high
lua,lundump.c,55,PRE12-C,FP,b appears in sizeof((b)[0]) and as argument; sizeof does not evaluate; single evaluation,precision_audit,high
lua,lundump.c,57,API05-C,FP,Conformant-array-parameter advisory not applicable to Lua's portable C style,precision_audit,high
lua,lundump.c,65,INT33-C,FP,align is unsigned; loadAlign called with sizeof(type) which is always >= 1; never zero,precision_audit,high
lua,lundump.c,69,INT33-C,FP,align is sizeof(type) >= 1; never zero at this point in loadAlign,precision_audit,high
lua,lundump.c,74,PRE00-C,FP,getaddr macro: n and t each appear once in expansion; no multiple-evaluation,precision_audit,high
lua,lundump.c,74,PRE01-C,FP,"t in getaddr macro used in cast(t*, ...) and sizeof(t); cast context; no precedence issue",precision_audit,high
lua,lundump.c,74,PRE02-C,FP,getaddr macro result is a cast expression; wrapping in parens has no effect on usage,precision_audit,high
lua,lundump.c,74,PRE12-C,FP,t used in cast and sizeof; sizeof does not evaluate; single effective evaluation,precision_audit,high
lua,lundump.c,81,DCL30-C,FP,block is pointer into ZIO buffer (via luaZ_getaddr); not a stack local,precision_audit,high
lua,lundump.c,105,INT13-C,FP,b is int but value is 0-127 (0x7f mask applied); OR with lua_Unsigned x is safe,precision_audit,high
lua,lundump.c,106,INT13-C,FP,b & 0x80: b is non-negative byte value 0-255; AND with positive constant is safe,precision_audit,high
lua,lundump.c,124,EXP33-C,FP,x in loadNumber is initialized by loadVar macro (output parameter); not uninitialized,precision_audit,high
lua,lundump.c,164,ENV01-C,FP,buff is compile-time fixed size LUAI_MAXSHORTLEN+1; no getenv() involved,precision_audit,high
lua,lundump.c,164,MEM05-C,FP,buff is fixed-size stack array LUAI_MAXSHORTLEN+1 (compile-time constant); not a VLA,precision_audit,high
lua,lundump.c,165,ARR30-C,FP,loadVector reads size+1 bytes into buff[LUAI_MAXSHORTLEN+1]; size <= LUAI_MAXSHORTLEN so size+1 <= buffer size,precision_audit,high
lua,lundump.c,189,ARR01-C,FP,"sizeof(f->code[0]) is sizeof on an element through pointer, yielding sizeof(Instruction); correct",precision_audit,high
lua,lundump.c,247,MSC04-C,FP,loadProtos/loadFunction mutual recursion is intentional for nested Lua function prototypes,precision_audit,high
lua,lundump.c,326,MSC04-C,FP,loadFunction/loadProtos mutual recursion is intentional; bounded by proto nesting depth,precision_audit,high
lua,lundump.c,345,MEM05-C,FP,buff size is sizeof(LUA_SIGNATURE)+sizeof(LUAC_DATA) — compile-time constant; not VLA,precision_audit,high
lua,lundump.c,346,STR34-C,FP,strlen(s) where s is const char*; no signed char sign extension in strlen argument,precision_audit,high
lua,lundump.c,347,ARR30-C,FP,loadVector reads len bytes into buff[sizeof(LUA_SIGNATURE)+sizeof(LUAC_DATA)]; len=strlen(s) fits,precision_audit,high
lua,lundump.c,353,MSC37-C,FP,numerror calls error() which is l_noret (noreturn); always terminates,precision_audit,high
lua,lundump.c,371,PRE00-C,FP,checknum macro: tvar and S appear once in expansion context; no multiple-evaluation,precision_audit,high
lua,lundump.c,371,PRE01-C,FP,tvar used as type declaration in block; not in expression operator context,precision_audit,high
lua,lundump.c,371,PRE10-C,FP,checknum always used as standalone statement in checkHeader; not in dangling-else context,precision_audit,high
lua,lundump.c,371,PRE12-C,FP,S used in checknumsize and loadVar; two different macro calls; intentional dual use,precision_audit,high
lua,lundump.c,395,API00-C,FP,Public function; L and Z always non-NULL per callers (luaL_loadbuffer etc.),precision_audit,high
lua,lundump.c,395,API00-C,FP,Z always non-NULL,precision_audit,high
lua,lundump.c,395,API00-C,FP,anchor is the caller-provided hash table; always non-NULL per calling convention,precision_audit,high
lua,lundump.c,395,API00-C,FP,name is always non-NULL (load functions pass chunk name string),precision_audit,high
lua,lundump.c,395,DCL13-C,FP,Advisory const-pointer; Z is ZIO stream that gets read from (mutable),precision_audit,low
lua,lundump.c,413,EXP34-C,FP,cl from luaF_newLclosure raises LUA_ERRMEM on OOM; never returns NULL,precision_audit,high
lua,lundump.c,419,DCL30-C,FP,cl is GC-heap-allocated via luaF_newLclosure; not a stack local,precision_audit,high
lua,lmathlib.c,83,EXP33-C,FP,valid is output param to lua_tointegerx; written before any read,precision_audit,high
lua,lmathlib.c,132,INT33-C,FP,d==0 and d==-1 excluded by (lua_Unsigned)d+1u<=1u guard above,precision_audit,high
lua,lmathlib.c,132,INT10-C,FP,modulo safe: zero and -1 divisor both excluded by prior guard,precision_audit,high
lua,lmathlib.c,135,EXP30-C,FP,luaL_checknumber reads independent stack slots; no ordering hazard,precision_audit,high
lua,lmathlib.c,192,INT33-C,FP,floating-point division; INT33-C covers integer division only,precision_audit,high
lua,lmathlib.c,206,FLP03-C,FP,PI is non-zero compile-time constant; advisory fp exception check,precision_audit,high
lua,lmathlib.c,206,INT33-C,FP,floating-point division by non-zero constant PI; INT33-C is for integers,precision_audit,high
lua,lmathlib.c,212,FLP03-C,FP,180.0 is a non-zero constant; FLP03-C advisory inapplicable,precision_audit,high
lua,lmathlib.c,212,INT33-C,FP,floating-point division by 180.0 constant; not integer division,precision_audit,high
lua,lmathlib.c,221,EXP33-C,FP,ep is output param to frexp; frexp writes *ep before return,precision_audit,high
lua,lmathlib.c,307,EXP07-C,FP,preprocessor width probe (ULONG_MAX>>31)>>31; not runtime assumption,precision_audit,high
lua,lmathlib.c,307,EXP07-C,FP,same preprocessor constant probe; EXP07-C targets runtime expressions,precision_audit,high
lua,lmathlib.c,319,EXP07-C,FP,preprocessor probe for LUA_MAXUNSIGNED width; not runtime,precision_audit,high
lua,lmathlib.c,319,EXP07-C,FP,same preprocessor probe second instance,precision_audit,high
lua,lmathlib.c,345,INT14-C,FP,intentional PRNG bit rotation; mixed bitwise/arithmetic is by design,precision_audit,high
lua,lmathlib.c,345,INT34-C,FP,"callers always pass n in {7,45}; shift within 64-bit bounds",precision_audit,high
lua,lmathlib.c,345,INT13-C,FP,n is shift amount not bitwise operand; x is unsigned Rand64,precision_audit,high
lua,lmathlib.c,345,INT34-C,FP,64-n is 57 or 19 for valid callers; in-range for 64-bit shift,precision_audit,high
lua,lmathlib.c,345,INT13-C,FP,same: n is shift count not the shifted operand (unsigned Rand64),precision_audit,high
lua,lmathlib.c,352,INT14-C,FP,intentional xoshiro256** PRNG state manipulation; by design,precision_audit,high
lua,lmathlib.c,356,EXP07-C,FP,17 is the xoshiro256** algorithm shift constant; not an assumed value,precision_audit,high
lua,lmathlib.c,431,INT13-C,FP,i.h is l_uint32 (unsigned); n is shift amount not bitwise operand,precision_audit,high
lua,lmathlib.c,431,INT14-C,FP,intentional 32-bit PRNG rotation; mixed bitwise/arithmetic by design,precision_audit,high
lua,lmathlib.c,431,INT34-C,FP,lua_assert(n>0 && n<32) at line 430 validates n; shift in bounds,precision_audit,high
lua,lmathlib.c,431,INT34-C,FP,32-n bounded by same assert; trim32 result is unsigned l_uint32,precision_audit,high
lua,lmathlib.c,431,INT13-C,FP,i.l is l_uint32 unsigned; n is shift count not the bitwise operand,precision_audit,high
lua,lmathlib.c,431,INT34-C,FP,same assert bounds n; i.l<<n is unsigned shift in range,precision_audit,high
lua,lmathlib.c,461,INT13-C,FP,rotl 32-bit: i.h is l_uint32; n is shift count not bitwise operand,precision_audit,high
lua,lmathlib.c,461,INT14-C,FP,intentional rotation; lua_assert(n>0 && n<32) at line 460,precision_audit,high
lua,lmathlib.c,461,INT34-C,FP,"assert bounds n in (0,32); i.h<<n is unsigned shift in range",precision_audit,high
lua,lmathlib.c,461,INT34-C,FP,32-n bounded by assert; trim32(i.l) is unsigned,precision_audit,high
lua,lmathlib.c,462,INT34-C,FP,32-n bounded by lua_assert at line 460; trim32(i.h) is unsigned,precision_audit,high
lua,lmathlib.c,462,INT13-C,FP,i.l is l_uint32 unsigned; n is shift amount not bitwise operand,precision_audit,high
lua,lmathlib.c,462,INT34-C,FP,i.l<<n: unsigned l_uint32; assert bounds n; shift in range,precision_audit,high
lua,lmathlib.c,468,INT14-C,FP,rotl1: n reassigned to 64-n; mixed bitwise/arithmetic by design,precision_audit,high
lua,lmathlib.c,469,INT13-C,FP,packI operands i.h/i.l are l_uint32 unsigned; n is shift count,precision_audit,high
lua,lmathlib.c,470,INT13-C,FP,same packI call; l_uint32 operands unsigned; n is shift amount,precision_audit,high
lua,lmathlib.c,507,DCL00-C,FP,const-qual advisory on local variable h; trivial style nit,precision_audit,high
lua,lmathlib.c,507,INT14-C,FP,FIGS is compile-time #define constant; not mixed runtime usage,precision_audit,high
lua,lmathlib.c,507,INT34-C,FP,FIGS<=32 in this branch; 32-FIGS>=0; shift always in bounds,precision_audit,high
lua,lmathlib.c,530,DCL00-C,FP,const-qual advisory on local variable h; used once as multiplicand,precision_audit,high
lua,lmathlib.c,530,INT14-C,FP,intentional PRNG float conversion; bitwise/arithmetic by design,precision_audit,high
lua,lmathlib.c,530,INT14-C,FP,trim32 is bitwise mask; mixed arithmetic intentional in PRNG,precision_audit,high
lua,lmathlib.c,540,EXP07-C,FP,constant 31 is algorithmic shift for I2UInt 64->32+32 split,precision_audit,high
lua,lmathlib.c,545,INT13-C,FP,n is lua_Unsigned (unsigned); >>31 on unsigned is defined,precision_audit,high
lua,lmathlib.c,545,EXP07-C,FP,31 is the algorithmic split point for high/low halves of lua_Unsigned,precision_audit,high
lua,lmathlib.c,570,DCL13-C,FP,state->s is written by nextrand; state IS modified indirectly,precision_audit,high
lua,lmathlib.c,574,INT14-C,FP,Mersenne-number loop: intentional mixed bitwise/arithmetic,precision_audit,high
lua,lmathlib.c,575,INT34-C,FP,sh starts at 1 doubles; lim all-ones before sh could overflow,precision_audit,high
lua,lmathlib.c,575,INT13-C,FP,lim is lua_Unsigned (unsigned); sh is positive shift amount int,precision_audit,high
lua,lmathlib.c,586,EXP34-C,FP,state from upvalue set by lua_newuserdatauv; guaranteed non-NULL,precision_audit,high
lua,lmathlib.c,595,EXP33-C,FP,low/up assigned in all switch branches; default longjmps before use,precision_audit,high
lua,lmathlib.c,636,EXP34-C,FP,state from upvalue lua_newuserdatauv; luaM raises on OOM; non-NULL,precision_audit,high
lua,lmathlib.c,647,ARR02-C,FP,sentinel-terminated luaL_Reg array; standard Lua API convention,precision_audit,high
