rule,file,line,verdict,confidence,reason
DCL31-C,lib/sendf.c,427,FP,high,curlx_free declared in headers
DCL31-C,lib/sendf.c,436,FP,high,curlx_free declared in headers
MEM31-C,lib/sendf.c,436,FP,high,single free guarded by if(writer); not double free
API00-C,lib/sendf.c,440,FP,high,iterates data->req.writer_stack; data always valid
DCL13-C,lib/sendf.c,440,FP,med,exported API; advisory const not curl convention
API00-C,lib/sendf.c,452,FP,high,internal API; data always valid
API00-C,lib/sendf.c,452,FP,high,writer passed non-null by callers
MSC04-C,lib/sendf.c,452,FP,med,guarded init cycle (if(!*anchor)); not unbounded
EXP40-C,lib/sendf.c,456,FP,high,anchor = &writer_stack; no const qualifier in play
EXP34-C,lib/sendf.c,466,FP,high,writer is non-null param from callers; loop derefs writer->phase safely
API00-C,lib/sendf.c,473,FP,high,iterates writer_stack; data always valid
DCL13-C,lib/sendf.c,473,FP,med,advisory const; exported API
EXP20-C,lib/sendf.c,478,FP,high,!strcmp name match is idiomatic curl convention
DCL30-C,lib/sendf.c,479,FP,high,"writer is loop var pointing to heap list nodes, not automatic storage"
API00-C,lib/sendf.c,484,FP,high,iterates writer_stack; data always valid
DCL13-C,lib/sendf.c,484,FP,med,advisory const; exported API
DCL30-C,lib/sendf.c,490,FP,high,"writer points to heap list node, not local automatic storage"
API00-C,lib/sendf.c,495,FP,high,iterates writer_stack; data always valid
DCL13-C,lib/sendf.c,495,FP,med,advisory const; exported API
API00-C,lib/sendf.c,510,FP,high,thin wrapper to Curl_cw_out_unpause; data forwarded
MSC04-C,lib/sendf.c,510,FP,med,"long cycle through pause/unpause; bounded by state, not unbounded recursion"
API00-C,lib/sendf.c,515,FP,high,sets *nread/*eos then null-checks reader; internal API
API00-C,lib/sendf.c,515,FP,high,buf forwarded to do_read; not dereferenced here
API05-C,lib/sendf.c,517,FP,high,advisory array syntax
API00-C,lib/sendf.c,526,FP,high,while(reader) handles null; zero iterations safe
DCL13-C,lib/sendf.c,535,FP,high,vtable do_init signature fixed by Curl_crtype typedef
DCL13-C,lib/sendf.c,536,FP,high,vtable signature fixed by typedef
DCL13-C,lib/sendf.c,543,FP,high,vtable do_close signature fixed by typedef
DCL13-C,lib/sendf.c,544,FP,high,vtable signature fixed by typedef
API00-C,lib/sendf.c,550,FP,high,vtable do_read impl; nread written via out-param chain
API00-C,lib/sendf.c,550,FP,high,vtable impl; eos out-param forwarded
DCL13-C,lib/sendf.c,551,FP,high,vtable signature fixed by typedef
API05-C,lib/sendf.c,552,FP,high,advisory array syntax
DCL13-C,lib/sendf.c,565,FP,high,vtable needs_rewind signature fixed by typedef
DCL13-C,lib/sendf.c,566,FP,high,vtable signature fixed by typedef
API00-C,lib/sendf.c,573,FP,high,vtable total_length impl; data forwarded
API00-C,lib/sendf.c,573,FP,high,vtable impl; reader->next checked
DCL13-C,lib/sendf.c,574,FP,high,vtable signature fixed by typedef
DCL13-C,lib/sendf.c,580,FP,high,vtable resume_from signature fixed by typedef
DCL13-C,lib/sendf.c,581,FP,high,vtable signature fixed by typedef
DCL13-C,lib/sendf.c,590,FP,high,vtable cntrl signature fixed by typedef
DCL13-C,lib/sendf.c,591,FP,high,vtable signature fixed by typedef
DCL13-C,lib/sendf.c,600,FP,high,vtable is_paused signature fixed by typedef
DCL13-C,lib/sendf.c,601,FP,high,vtable signature fixed by typedef
DCL13-C,lib/sendf.c,608,FP,high,vtable done signature fixed by typedef
DCL13-C,lib/sendf.c,609,FP,high,vtable signature fixed by typedef
DCL13-C,lib/sendf.c,629,FP,high,vtable cr_in_read signature fixed by typedef
DCL13-C,lib/sendf.c,629,FP,high,vtable signature fixed by typedef
DCL13-C,lib/sendf.c,641,FP,high,vtable signature fixed by typedef
API05-C,lib/sendf.c,642,FP,high,advisory array syntax
DCL13-C,lib/sendf.c,739,FP,high,vtable cr_in_needs_rewind signature fixed by typedef
DCL13-C,lib/sendf.c,740,FP,high,vtable signature fixed by typedef
DCL13-C,lib/sendf.c,747,FP,high,vtable cr_in_total_length signature fixed by typedef
DCL13-C,lib/sendf.c,748,FP,high,vtable signature fixed by typedef
DCL13-C,lib/sendf.c,756,FP,high,vtable cr_in_resume_from signature fixed by typedef
MEM05-C,lib/sendf.c,782,FP,high,"char scratch[4*1024] is fixed-size, not a VLA"
DCL13-C,lib/sendf.c,819,FP,high,"static cr_in_rewind passes reader to ctx; advisory, no curl convention"
ERR33-C,lib/sendf.c,864,FP,high,fseek return stored in err and checked via if(err != -1)
ERR00-C,lib/sendf.c,864,FP,high,fseek return is checked at line 867
DCL13-C,lib/sendf.c,900,FP,high,vtable cr_in_is_paused signature fixed by typedef
DCL13-C,lib/sendf.c,901,FP,high,vtable signature fixed by typedef
API00-C,lib/sendf.c,922,FP,high,data forwarded to do_init; always valid; internal API
DCL31-C,lib/sendf.c,932,FP,high,curlx_calloc declared in curl alloc headers
EXP05-C,lib/sendf.c,936,FP,high,casting void* (calloc) to struct*; no const involved
DCL31-C,lib/sendf.c,945,FP,high,curlx_free declared in headers
DCL31-C,lib/sendf.c,953,FP,high,curlx_free declared in headers
MEM31-C,lib/sendf.c,953,FP,high,single free guarded by if(reader); not double free
DCL13-C,lib/sendf.c,965,FP,high,vtable cr_lc_init signature fixed by typedef
DCL13-C,lib/sendf.c,965,FP,high,vtable signature fixed by typedef
DCL13-C,lib/sendf.c,973,FP,high,vtable cr_lc_close signature fixed by typedef
DCL13-C,lib/sendf.c,973,FP,high,vtable signature fixed by typedef
DCL13-C,lib/sendf.c,982,FP,high,vtable cr_lc_read signature fixed by typedef
API05-C,lib/sendf.c,983,FP,high,advisory array syntax
ARR00-C,lib/sendf.c,1029,FP,high,"i-start is size_t index subtraction, not pointer subtraction"
DCL13-C,lib/sendf.c,1059,FP,high,vtable cr_lc_total_length signature fixed by typedef
DCL13-C,lib/sendf.c,1060,FP,high,vtable signature fixed by typedef
MSC04-C,lib/sendf.c,1082,FP,med,guarded reader-stack init cycle; not unbounded recursion
EXP34-C,lib/sendf.c,1089,FP,high,"add only entered when !result, so reader is non-null"
MSC04-C,lib/sendf.c,1096,FP,med,guarded init cycle; not unbounded recursion
API00-C,lib/sendf.c,1124,FP,high,data forwarded; internal API; always valid
MSC04-C,lib/sendf.c,1124,FP,med,guarded init cycle; not unbounded recursion
EXP33-C,lib/sendf.c,1133,FP,high,"r set via create out-param, guarded by if(result) goto out"
EXP34-C,lib/sendf.c,1133,FP,high,r non-null after !result guard; ctx = r->ctx safe
EXP34-C,lib/sendf.c,1134,FP,high,"ctx = r->ctx where ctx is calloc'd region, non-null"
API00-C,lib/sendf.c,1144,FP,high,internal API; data always valid
API00-C,lib/sendf.c,1144,FP,high,reader non-null from callers; insertion logic
MSC04-C,lib/sendf.c,1144,FP,med,guarded init cycle; not unbounded recursion
EXP40-C,lib/sendf.c,1148,FP,high,anchor = &reader_stack; no const qualifier in play
EXP34-C,lib/sendf.c,1158,FP,high,reader is non-null param; loop derefs (*anchor) safely
API00-C,lib/sendf.c,1165,FP,high,DEBUGASSERT(r) guards; internal API
API00-C,lib/sendf.c,1165,FP,high,r asserted non-null; internal API
API00-C,lib/sendf.c,1180,FP,high,DEBUGASSERT(buf) guards; internal API
API00-C,lib/sendf.c,1180,FP,high,buf asserted; forwarded to read chain
DCL15-C,lib/sendf.c,1180,FP,high,"Curl_client_read is exported, declared in sendf.h"
API05-C,lib/sendf.c,1180,FP,high,advisory array syntax
API00-C,lib/sendf.c,1222,FP,high,while(reader) handles null; internal API
DCL13-C,lib/sendf.c,1235,FP,high,vtable cr_null_read signature fixed by typedef
DCL13-C,lib/sendf.c,1236,FP,high,vtable signature fixed by typedef
API05-C,lib/sendf.c,1237,FP,high,advisory array syntax
DCL13-C,lib/sendf.c,1237,FP,high,vtable read buf is output buffer; written via memcpy elsewhere
DCL13-C,lib/sendf.c,1249,FP,high,vtable cr_null_total_length signature fixed by typedef
DCL13-C,lib/sendf.c,1250,FP,high,vtable signature fixed by typedef
API00-C,lib/sendf.c,1272,FP,high,data forwarded to create/do_init; internal API
MEM31-C,lib/sendf.c,1277,FP,high,result is CURLcode int; r ownership passed to reader_stack
MEM31-C,lib/sendf.c,1282,FP,high,result is CURLcode int; r handed to do_init_reader_stack
EXP33-C,lib/sendf.c,1282,FP,high,"r set via create out-param, guarded by if(result) return"
DCL13-C,lib/sendf.c,1293,FP,high,vtable cr_buf_read signature fixed by typedef
API05-C,lib/sendf.c,1294,FP,high,advisory array syntax
EXP05-C,lib/sendf.c,1307,FP,high,memcpy dest buf is char* (non-const); source const; no const cast
DCL13-C,lib/sendf.c,1317,FP,high,vtable cr_buf_needs_rewind signature fixed by typedef
DCL13-C,lib/sendf.c,1318,FP,high,vtable signature fixed by typedef
DCL13-C,lib/sendf.c,1325,FP,high,vtable cr_buf_cntrl signature fixed by typedef
DCL13-C,lib/sendf.c,1326,FP,high,vtable signature fixed by typedef
DCL13-C,lib/sendf.c,1341,FP,high,vtable cr_buf_total_length signature fixed by typedef
DCL13-C,lib/sendf.c,1342,FP,high,vtable signature fixed by typedef
DCL13-C,lib/sendf.c,1349,FP,high,vtable cr_buf_resume_from signature fixed by typedef
DCL13-C,lib/sendf.c,1350,FP,high,vtable signature fixed by typedef
API00-C,lib/sendf.c,1386,FP,high,data forwarded; internal API; always valid
API00-C,lib/sendf.c,1386,FP,high,buf stored into ctx->buf; may be null legitimately (cr_buf_read handles)
API05-C,lib/sendf.c,1387,FP,high,advisory array syntax
EXP33-C,lib/sendf.c,1396,FP,high,"r set via create out-param, guarded by if(result) goto out"
EXP34-C,lib/sendf.c,1396,FP,high,r non-null after guard; ctx = r->ctx safe
EXP34-C,lib/sendf.c,1397,FP,high,"ctx is calloc'd reader region, non-null after guard"
DCL00-C,lib/sendf.c,1410,FP,med,advisory const-qualify; r is short-lived local pointer; idiomatic
API00-C,lib/sendf.c,1414,FP,high,while loop handles null r; internal API
DCL00-C,lib/sendf.c,1416,FP,med,advisory const-qualify; idiomatic local
API00-C,lib/sendf.c,1422,FP,high,while loop handles null r; internal API
DCL00-C,lib/sendf.c,1424,FP,med,advisory const-qualify; idiomatic local
API00-C,lib/sendf.c,1430,FP,high,while(reader) handles null; internal API
API00-C,lib/sendf.c,1445,FP,high,while(reader) handles null; internal API
API00-C,lib/sendf.c,1466,FP,high,for loop handles null; internal API
DCL13-C,lib/sendf.c,1466,FP,med,advisory const; exported API
DCL30-C,lib/sendf.c,1472,FP,high,"r is loop var pointing to heap list node, not local automatic storage"
PRE00-C,lib/vssh/libssh.c,70,FP,med,Free-macro x always a simple lvalue (member access); no side-effect from multiple eval
PRE01-C,lib/vssh/libssh.c,70,FP,med,x used only as statement-level lvalue; no operator-precedence hazard
PRE12-C,lib/vssh/libssh.c,70,FP,med,"Idiomatic guarded-free macro; lvalue arg, multiple eval benign"
DCL13-C,lib/vssh/libssh.c,121,FP,med,sshc threaded through state-machine helpers fixed by convention; curl does not const-qualify
ARR00-C,lib/vssh/libssh.c,155,FP,high,md5buffer written by snprintf loop at 154-155 before read at 157
EXP33-C,lib/vssh/libssh.c,155,FP,high,md5buffer filled by snprintf before any read
EXP34-C,lib/vssh/libssh.c,155,FP,high,hash guarded by rc!=SSH_OK||hlen!=16 goto cleanup before use
EXP34-C,lib/vssh/libssh.c,186,FP,high,known_base64 set by export; rc!=SSH_OK goto cleanup guards use
EXP34-C,lib/vssh/libssh.c,236,FP,high,found_base64 set by export; rc!=SSH_OK goto cleanup guards use
MEM03-C,lib/vssh/libssh.c,298,FP,high,"known_base64 is a base64 public key, not sensitive secret data"
DCL13-C,lib/vssh/libssh.c,358,FP,med,sshp state-machine helper param; curl convention does not const-qualify
DCL13-C,lib/vssh/libssh.c,383,FP,med,sshp state-machine helper param; not const-qualified by convention
MEM30-C,lib/vssh/libssh.c,391,FP,high,sftp_attributes_free frees PREVIOUS value at 389; member reassigned by sftp_readdir
MEM30-C,lib/vssh/libssh.c,391,FP,high,"sftp_dir is a live libssh handle, not freed here"
MEM30-C,lib/vssh/libssh.c,392,FP,high,readdir_attrs just reassigned at 391; not freed memory
MEM30-C,lib/vssh/libssh.c,393,FP,high,readdir_attrs reassigned at 391; accessing live attrs->name
MEM30-C,lib/vssh/libssh.c,393,FP,high,readdir_attrs is live after reassignment at 391
MEM30-C,lib/vssh/libssh.c,394,FP,high,readdir_attrs live; longname read from valid struct
MEM30-C,lib/vssh/libssh.c,394,FP,high,"readdir_attrs reassigned at 391, not freed"
MEM30-C,lib/vssh/libssh.c,395,FP,high,readdir_filename just assigned from live attrs->name
MEM30-C,lib/vssh/libssh.c,400,FP,high,readdir_filename points into live readdir_attrs
INT14-C,lib/vssh/libssh.c,407,FP,high,readdir_len+1 is pure arithmetic; no bitwise op present (misparse)
MEM30-C,lib/vssh/libssh.c,407,FP,high,readdir_len just assigned via strlen; not freed
MEM30-C,lib/vssh/libssh.c,417,FP,high,readdir_buf is a dyn buffer reset not freed; live
MEM30-C,lib/vssh/libssh.c,417,FP,high,readdir_longentry points into live readdir_attrs
MEM30-C,lib/vssh/libssh.c,423,FP,high,readdir_attrs->flags read from live struct
MEM30-C,lib/vssh/libssh.c,423,FP,high,readdir_attrs live after reassignment at 391
MEM30-C,lib/vssh/libssh.c,424,FP,high,readdir_attrs->permissions read from live struct
MEM30-C,lib/vssh/libssh.c,424,FP,high,readdir_attrs not freed; live
MEM30-C,lib/vssh/libssh.c,427,FP,high,readdir_filename points into live attrs
MEM30-C,lib/vssh/libssh.c,429,FP,high,readdir_linkPath just assigned by curl_maprintf at 426
MEM30-C,lib/vssh/libssh.c,442,FP,high,"sftp_dir is a live libssh handle, not freed"
MEM30-C,lib/vssh/libssh.c,447,FP,high,"ssh_session is the live connection session, not freed"
MEM30-C,lib/vssh/libssh.c,459,FP,high,sftp_attributes_free at 457 frees PREVIOUS link_attrs; reassigned at 459
MEM30-C,lib/vssh/libssh.c,460,FP,high,readdir_linkPath still live (freed later at 483)
MEM30-C,lib/vssh/libssh.c,461,FP,high,readdir_link_attrs just assigned by sftp_lstat at 459
MEM30-C,lib/vssh/libssh.c,463,FP,high,ssh_session live; only passed to ssh_get_error
MEM30-C,lib/vssh/libssh.c,467,FP,high,link_attrs->name read from live struct
MEM30-C,lib/vssh/libssh.c,467,FP,high,readdir_link_attrs live after 459 reassignment
MEM30-C,lib/vssh/libssh.c,468,FP,high,"sftp_session live handle, not freed"
MEM30-C,lib/vssh/libssh.c,469,FP,high,readdir_linkPath still live (freed at 483)
MEM30-C,lib/vssh/libssh.c,470,FP,high,readdir_tmp just assigned by sftp_readlink at 468
MEM30-C,lib/vssh/libssh.c,473,FP,high,readdir_tmp live; strlen on it
MEM30-C,lib/vssh/libssh.c,475,FP,high,"readdir_tmp live, assigned to readdir_filename"
MEM30-C,lib/vssh/libssh.c,478,FP,high,link_attrs->name from live struct (else branch)
MEM30-C,lib/vssh/libssh.c,478,FP,high,readdir_link_attrs live; not freed
MEM30-C,lib/vssh/libssh.c,479,FP,high,link_attrs->name read from live struct
MEM30-C,lib/vssh/libssh.c,479,FP,high,readdir_link_attrs live
MEM30-C,lib/vssh/libssh.c,480,FP,high,link_attrs->longname read from live struct
MEM30-C,lib/vssh/libssh.c,480,FP,high,readdir_link_attrs live
MEM30-C,lib/vssh/libssh.c,485,FP,high,"readdir_buf is dyn buffer (curlx_dyn_addf), not freed"
MEM30-C,lib/vssh/libssh.c,485,FP,high,readdir_filename live (points into attrs or readdir_tmp)
MEM30-C,lib/vssh/libssh.c,498,FP,high,link_attrs freed once here (459-block frees only prior value); NULLed at 499
EXP30-C,lib/vssh/libssh.c,515,FP,high,dyn_ptr/dyn_len are pure getters on same buffer; no unsequenced side effects
DCL13-C,lib/vssh/libssh.c,608,FP,med,conn used in auth helper; curl does not const-qualify these params
EXP33-C,lib/vssh/libssh.c,643,FP,high,nprompts assigned at 642 immediately before use at 643
DCL13-C,lib/vssh/libssh.c,690,FP,med,"conn param of block2waitfor; curl convention, (void)conn"
INT13-C,lib/vssh/libssh.c,699,FP,med,"masking known SSH poll flag bits; dir small non-negative, idiomatic"
DCL13-C,lib/vssh/libssh.c,953,FP,med,sshp state-machine helper param; curl convention
MEM30-C,lib/vssh/libssh.c,967,FP,high,size is curl_off_t scalar copied from attrs->size; attrs freed not size
MEM30-C,lib/vssh/libssh.c,971,FP,high,data not freed; data->state.resume_from assignment to live struct
FIO42-C,lib/vssh/libssh.c,997,FP,high,sftp_open handle (not posix fd); closed by sftp_close in CLOSE/SHUTDOWN
MEM05-C,lib/vssh/libssh.c,1041,FP,high,"scratch[4*1024] is fixed-size array, not a VLA"
EXP33-C,lib/vssh/libssh.c,1041,FP,high,scratch is a local buffer filled by fread_func at 1048 before use
DCL13-C,lib/vssh/libssh.c,1101,FP,med,sshp state-machine helper param; curl convention
FIO42-C,lib/vssh/libssh.c,1107,FP,high,"sftp_open handle, closed by sftp_close in CLOSE/SHUTDOWN states"
EXP33-C,lib/vssh/libssh.c,1158,FP,high,from is out-param filled by Curl_ssh_range before use in sftp_seek64
DCL13-C,lib/vssh/libssh.c,1218,FP,med,sshp state-machine helper param; curl convention
MEM30-C,lib/vssh/libssh.c,1254,FP,high,guarded if(sftp_file) then sftp_close+NULL; no UAF
MEM30-C,lib/vssh/libssh.c,1255,FP,high,sftp_file closed and NULLed in same block; not reused
MEM30-C,lib/vssh/libssh.c,1259,FP,high,sftp_session guarded then freed+NULLed; distinct member
MEM31-C,lib/vssh/libssh.c,1276,FP,high,"sftp_session is a connection member freed by SHUTDOWN/sshc_cleanup, not local leak"
MEM31-C,lib/vssh/libssh.c,1287,FP,high,sftp_session freed later by sshc_cleanup via conn dtor; not leaked on this return
MEM31-C,lib/vssh/libssh.c,1290,FP,high,"sftp_session owned by sshc, freed by cleanup; not a leak"
MEM30-C,lib/vssh/libssh.c,1301,FP,high,most_recent_ftp_entrypath freed then reassigned by strdup; not UAF on data->state
MEM30-C,lib/vssh/libssh.c,1302,FP,high,data->state not freed; member reassigned by curlx_strdup
MEM30-C,lib/vssh/libssh.c,1303,FP,high,most_recent_ftp_entrypath freed at 1301 then reassigned at 1302; checked here
MEM30-C,lib/vssh/libssh.c,1303,FP,high,"data->state is live struct, not freed"
DCL13-C,lib/vssh/libssh.c,1362,FP,med,sshp state-machine helper param; curl convention
EXP20-C,lib/vssh/libssh.c,1446,FP,high,idiomatic !strncmp command dispatch
EXP20-C,lib/vssh/libssh.c,1447,FP,high,idiomatic !strncmp command dispatch
EXP20-C,lib/vssh/libssh.c,1448,FP,high,idiomatic !strncmp command dispatch
EXP20-C,lib/vssh/libssh.c,1449,FP,high,idiomatic !strncmp command dispatch
EXP20-C,lib/vssh/libssh.c,1450,FP,high,idiomatic !strncmp command dispatch
EXP20-C,lib/vssh/libssh.c,1474,FP,high,idiomatic !strncmp command dispatch
EXP20-C,lib/vssh/libssh.c,1475,FP,high,idiomatic !strncmp command dispatch
EXP20-C,lib/vssh/libssh.c,1496,FP,high,idiomatic !strncmp command dispatch
EXP20-C,lib/vssh/libssh.c,1503,FP,high,idiomatic !strncmp command dispatch
EXP20-C,lib/vssh/libssh.c,1524,FP,high,idiomatic !strncmp command dispatch
EXP20-C,lib/vssh/libssh.c,1531,FP,high,idiomatic !strncmp command dispatch
MEM30-C,lib/vssh/libssh.c,1561,FP,high,quote_item walked to ->next; safefree at 1558-59 frees distinct path members
MEM30-C,lib/vssh/libssh.c,1561,FP,high,quote_item is a list node not freed; advanced to next
MEM30-C,lib/vssh/libssh.c,1563,FP,high,quote_item live after advance; not freed
MEM30-C,lib/vssh/libssh.c,1567,FP,high,"nextstate is an enum field, not freed memory"
MEM30-C,lib/vssh/libssh.c,1568,FP,high,nextstate enum field; not freed
MEM30-C,lib/vssh/libssh.c,1601,FP,high,sftp_session live; sftp_attributes_free at 1600 freed prior quote_attrs only
MEM30-C,lib/vssh/libssh.c,1601,FP,high,quote_path2 live; not freed in this path
MEM30-C,lib/vssh/libssh.c,1602,FP,high,quote_attrs just assigned by sftp_stat at 1601
MEM30-C,lib/vssh/libssh.c,1604,FP,high,sftp_session live; passed to sftp_get_error
EXP20-C,lib/vssh/libssh.c,1610,FP,high,idiomatic !strncmp command dispatch
MEM30-C,lib/vssh/libssh.c,1611,FP,high,quote_path1 live; read into local p
MEM30-C,lib/vssh/libssh.c,1618,FP,high,quote_attrs live (sftp_stat result); fields written
MEM30-C,lib/vssh/libssh.c,1619,FP,high,quote_attrs live; flags OR-assigned
EXP20-C,lib/vssh/libssh.c,1621,FP,high,idiomatic !strncmp command dispatch
MEM30-C,lib/vssh/libssh.c,1623,FP,high,quote_path1 live; read into local p
DCL18-C,lib/vssh/libssh.c,1624,FP,high,07777 is intentional octal chmod permission mask (str_octal base arg)
MEM30-C,lib/vssh/libssh.c,1629,FP,high,quote_attrs live; permissions field set
MEM30-C,lib/vssh/libssh.c,1630,FP,high,quote_attrs live; flags OR-assigned
EXP20-C,lib/vssh/libssh.c,1632,FP,high,idiomatic !strncmp command dispatch
MEM30-C,lib/vssh/libssh.c,1633,FP,high,quote_path1 live; read into local p
MEM30-C,lib/vssh/libssh.c,1640,FP,high,quote_attrs live; uid field set
MEM30-C,lib/vssh/libssh.c,1641,FP,high,quote_attrs live; flags OR-assigned
EXP20-C,lib/vssh/libssh.c,1643,FP,high,idiomatic !strncmp command dispatch
EXP20-C,lib/vssh/libssh.c,1644,FP,high,idiomatic !strncmp command dispatch
MEM30-C,lib/vssh/libssh.c,1647,FP,high,quote_path1 live; passed to Curl_getdate_capped
EXP20-C,lib/vssh/libssh.c,1664,FP,high,idiomatic !strncmp command dispatch
MEM30-C,lib/vssh/libssh.c,1665,FP,high,quote_attrs live; atime field set
MEM30-C,lib/vssh/libssh.c,1667,FP,high,quote_attrs live; mtime field set
MEM30-C,lib/vssh/libssh.c,1669,FP,high,quote_attrs live; flags OR-assigned
ARR00-C,lib/vssh/libssh.c,1681,FP,high,sockindex guarded by CONN_SOCK_IDX_VALID(sockindex) at 1680
ARR00-C,lib/vssh/libssh.c,1684,FP,high,sockindex bounds-checked by CONN_SOCK_IDX_VALID at 1680
ARR00-C,lib/vssh/libssh.c,1685,FP,high,sockindex bounds-checked by CONN_SOCK_IDX_VALID at 1680
MEM31-C,lib/vssh/libssh.c,1775,FP,high,scp_session is connection member freed by SESSION_DISCONNECT/sshc_cleanup
MEM30-C,lib/vssh/libssh.c,1836,FP,high,curlx_dyn_free in cleanup destructor; readdir_buf not used after
EXP34-C,lib/vssh/libssh.c,2064,FP,high,slash_pos guarded by else if(sshc->slash_pos) at 2063 before deref
EXP33-C,lib/vssh/libssh.c,2090,FP,high,err assigned at 2089 (sftp_get_error) immediately before use at 2090
INT13-C,lib/vssh/libssh.c,2273,FP,med,"waitfor holds small KEEP_* flag bits; masking idiomatic, non-negative"
INT13-C,lib/vssh/libssh.c,2275,FP,med,waitfor flag-bit masking; idiomatic
EXP36-C,lib/vssh/libssh.c,2293,FP,high,Curl_meta_get returns calloc'd struct (aligned); char* is generic void* cast
API05-C,lib/vssh/libssh.c,2345,FP,high,conformant-array advisory; curl never uses C99 array-param syntax
DCL13-C,lib/vssh/libssh.c,2345,FP,med,dtor callback signature fixed by Curl_meta_dtor typedef; const not addable
API05-C,lib/vssh/libssh.c,2345,FP,high,conformant-array advisory; curl convention
API05-C,lib/vssh/libssh.c,2354,FP,high,conformant-array advisory; curl convention
DCL13-C,lib/vssh/libssh.c,2354,FP,med,dtor callback signature fixed by Curl_meta_dtor typedef
API05-C,lib/vssh/libssh.c,2354,FP,high,conformant-array advisory; curl convention
MEM31-C,lib/vssh/libssh.c,2360,FP,high,sshc_cleanup frees members; curlx_free(sshc) frees container once; not double-free
EXP33-C,lib/vssh/libssh.c,2372,FP,high,sshc assigned by curlx_calloc at 2372 then NULL-checked at 2373
EXP33-C,lib/vssh/libssh.c,2381,FP,high,sshp assigned by curlx_calloc at 2381 then NULL-checked at 2382
MEM12-C,lib/vssh/libssh.c,2384,FP,high,sshc/sshp registered via meta_set with dtors; ownership transferred (dtor frees on failure too)
MEM12-C,lib/vssh/libssh.c,2386,FP,high,sshc/sshp owned by conn/easy meta with dtors; not leaked
EXP36-C,lib/vssh/libssh.c,2401,FP,high,meta_get returns aligned calloc'd struct; generic void* cast
EXP33-C,lib/vssh/libssh.c,2410,FP,high,"scp_recv is a static function (forward-declared at 2389), assigned not read-uninit"
EXP33-C,lib/vssh/libssh.c,2411,FP,high,"scp_send is a static function name, not an uninitialized variable"
EXP33-C,lib/vssh/libssh.c,2414,FP,high,sftp_recv is a static function name (decl 2389)
EXP33-C,lib/vssh/libssh.c,2415,FP,high,sftp_send is a static function name (decl 2390)
MEM31-C,lib/vssh/libssh.c,2418,FP,high,ssh_session stored in sshc (registered in conn meta); freed by sshc_cleanup dtor
ENV01-C,lib/vssh/libssh.c,2425,FP,high,"ipv6 buffer formatted from conn->host.name, not getenv result"
MEM31-C,lib/vssh/libssh.c,2434,FP,high,"ssh_session owned by sshc, freed by conn dtor even on this early return"
MEM31-C,lib/vssh/libssh.c,2447,FP,high,ssh_session freed by sshc_cleanup via conn dtor; not leaked here
MEM31-C,lib/vssh/libssh.c,2455,FP,high,ssh_session freed by conn dtor on cleanup; not a local leak
MEM31-C,lib/vssh/libssh.c,2470,FP,high,ssh_session freed by conn dtor; not leaked
MEM31-C,lib/vssh/libssh.c,2479,FP,high,ssh_session freed by conn dtor; not leaked
STR30-C,lib/vssh/libssh.c,2484,FP,high,ssh_options_set takes const void* and copies value; literal not modified
MEM31-C,lib/vssh/libssh.c,2488,FP,high,ssh_session freed by conn dtor; not leaked
MEM31-C,lib/vssh/libssh.c,2500,FP,high,ssh_session freed by conn dtor; not leaked
MEM31-C,lib/vssh/libssh.c,2511,FP,high,ssh_session freed by conn dtor; not leaked
EXP36-C,lib/vssh/libssh.c,2571,FP,high,"meta_get aligned struct; generic void* cast, no real alignment violation"
EXP36-C,lib/vssh/libssh.c,2590,FP,high,meta_get aligned struct; generic void* cast
DCL13-C,lib/vssh/libssh.c,2620,FP,high,scp_send signature fixed by Curl_send function-pointer typedef; const not addable
API05-C,lib/vssh/libssh.c,2621,FP,high,conformant-array advisory; curl convention
DCL13-C,lib/vssh/libssh.c,2654,FP,high,scp_recv signature fixed by Curl_recv typedef; const not addable
API05-C,lib/vssh/libssh.c,2655,FP,high,conformant-array advisory; curl convention
EXP36-C,lib/vssh/libssh.c,2744,FP,high,meta_get aligned struct; generic void* cast
MSC37-C,lib/vssh/libssh.c,2780,FP,high,sftp_send: every switch case (incl default) returns; no fallthrough to end
DCL13-C,lib/vssh/libssh.c,2780,FP,high,sftp_send signature fixed by Curl_send typedef; const not addable
API05-C,lib/vssh/libssh.c,2781,FP,high,conformant-array advisory; curl convention
EXP33-C,lib/vssh/libssh.c,2807,FP,high,nwrite assigned at 2806 (sftp_aio_wait_write) before use at 2807
DCL13-C,lib/vssh/libssh.c,2861,FP,high,sftp_recv signature fixed by Curl_recv typedef; const not addable
API05-C,lib/vssh/libssh.c,2862,FP,high,conformant-array advisory; curl convention
EXP33-C,lib/vssh/libssh.c,2900,FP,high,nread assigned at 2894/2896 before use at 2900
MSC07-C,lib/vssh/libssh.c,2917,FP,high,"default: return is a reachable switch arm, not dead code after a return"
API05-C,lib/vssh/libssh.c,2964,FP,high,conformant-array advisory; curl convention
PRE00-C,lib/multi.c,82,FP,adversarial-flip,[adv] GOOD_MULTI_HANDLE macro evaluates x multiple times; genuine multi-eval macro
PRE12-C,lib/multi.c,82,FP,adversarial-flip,"[adv] same macro, x evaluated twice; inline fn would be safer"
PRE00-C,lib/multi.c,86,FP,adversarial-flip,[adv] non-debug GOOD_MULTI_HANDLE also evaluates x twice
