project,file,line,rule,verdict,reason
pureftpd,src/log_mysql.c,509,ERR30-C,TP,"errno is never reset to 0 before this strtoul/strtoull call, so a stale errno from an earlier library call could be misread as this call's error indicator, matching ERR30-C."
pureftpd,src/log_mysql.c,512,INT30-C,TP,"`q` (from strtoul/strtoull on DB-sourced quota/bandwidth data) is multiplied by a constant with no overflow check beforehand, matching the unsigned-wraparound pattern INT30-C flags."
pureftpd,src/log_mysql.c,512,DCL06-C,TP,"'1024UL' literally appears 4 times across lines 512, 549 and 560 in log_mysql.c with no symbolic constant, matching the rule."
pureftpd,src/log_mysql.c,519,EXP34-C,FP,"The escaped_* variable was already assigned and checked for NULL earlier in pw_mysql_check (each `if ((escaped_X = pw_mysql_escape_string(...)) == NULL) goto bye;` around lines 368-386) and is never reassigned, so it is guaranteed non-NULL by the time this later call executes."
pureftpd,src/log_mysql.c,519,EXP34-C,FP,"The escaped_* variable was already assigned and checked for NULL earlier in pw_mysql_check (each `if ((escaped_X = pw_mysql_escape_string(...)) == NULL) goto bye;` around lines 368-386) and is never reassigned, so it is guaranteed non-NULL by the time this later call executes."
pureftpd,src/log_mysql.c,520,EXP34-C,FP,"The escaped_* variable was already assigned and checked for NULL earlier in pw_mysql_check (each `if ((escaped_X = pw_mysql_escape_string(...)) == NULL) goto bye;` around lines 368-386) and is never reassigned, so it is guaranteed non-NULL by the time this later call executes."
pureftpd,src/log_mysql.c,520,EXP34-C,FP,"The escaped_* variable was already assigned and checked for NULL earlier in pw_mysql_check (each `if ((escaped_X = pw_mysql_escape_string(...)) == NULL) goto bye;` around lines 368-386) and is never reassigned, so it is guaranteed non-NULL by the time this later call executes."
pureftpd,src/log_mysql.c,521,EXP34-C,FP,"The escaped_* variable was already assigned and checked for NULL earlier in pw_mysql_check (each `if ((escaped_X = pw_mysql_escape_string(...)) == NULL) goto bye;` around lines 368-386) and is never reassigned, so it is guaranteed non-NULL by the time this later call executes."
pureftpd,src/log_mysql.c,522,ERR33-C,TP,"strtoul/strtoull's return value is used directly (`q > 0` check only) with no way to distinguish a genuine 0 result from a conversion error, matching ERR33-C's requirement to check error-indicating return values."
pureftpd,src/log_mysql.c,522,ERR01-C,TP,"The code calls strtoul/strtoull and never checks errno afterward (no `errno = 0` reset and no post-call errno check), matching ERR01-C's requirement to consistently check errno for functions that set it on error."
pureftpd,src/log_mysql.c,522,ERR30-C,TP,"errno is never reset to 0 before this strtoul/strtoull call, so a stale errno from an earlier library call could be misread as this call's error indicator, matching ERR30-C."
pureftpd,src/log_mysql.c,530,EXP34-C,FP,"The escaped_* variable was already assigned and checked for NULL earlier in pw_mysql_check (each `if ((escaped_X = pw_mysql_escape_string(...)) == NULL) goto bye;` around lines 368-386) and is never reassigned, so it is guaranteed non-NULL by the time this later call executes."
pureftpd,src/log_mysql.c,530,EXP34-C,FP,"The escaped_* variable was already assigned and checked for NULL earlier in pw_mysql_check (each `if ((escaped_X = pw_mysql_escape_string(...)) == NULL) goto bye;` around lines 368-386) and is never reassigned, so it is guaranteed non-NULL by the time this later call executes."
pureftpd,src/log_mysql.c,531,EXP34-C,FP,"The escaped_* variable was already assigned and checked for NULL earlier in pw_mysql_check (each `if ((escaped_X = pw_mysql_escape_string(...)) == NULL) goto bye;` around lines 368-386) and is never reassigned, so it is guaranteed non-NULL by the time this later call executes."
pureftpd,src/log_mysql.c,531,EXP34-C,FP,"The escaped_* variable was already assigned and checked for NULL earlier in pw_mysql_check (each `if ((escaped_X = pw_mysql_escape_string(...)) == NULL) goto bye;` around lines 368-386) and is never reassigned, so it is guaranteed non-NULL by the time this later call executes."
pureftpd,src/log_mysql.c,532,EXP34-C,FP,"The escaped_* variable was already assigned and checked for NULL earlier in pw_mysql_check (each `if ((escaped_X = pw_mysql_escape_string(...)) == NULL) goto bye;` around lines 368-386) and is never reassigned, so it is guaranteed non-NULL by the time this later call executes."
pureftpd,src/log_mysql.c,533,ERR33-C,TP,"strtoul/strtoull's return value is used directly (`q > 0` check only) with no way to distinguish a genuine 0 result from a conversion error, matching ERR33-C's requirement to check error-indicating return values."
pureftpd,src/log_mysql.c,533,ERR01-C,TP,"The code calls strtoul/strtoull and never checks errno afterward (no `errno = 0` reset and no post-call errno check), matching ERR01-C's requirement to consistently check errno for functions that set it on error."
pureftpd,src/log_mysql.c,533,ERR30-C,TP,"errno is never reset to 0 before this strtoul/strtoull call, so a stale errno from an earlier library call could be misread as this call's error indicator, matching ERR30-C."
pureftpd,src/log_mysql.c,543,EXP34-C,FP,"The escaped_* variable was already assigned and checked for NULL earlier in pw_mysql_check (each `if ((escaped_X = pw_mysql_escape_string(...)) == NULL) goto bye;` around lines 368-386) and is never reassigned, so it is guaranteed non-NULL by the time this later call executes."
pureftpd,src/log_mysql.c,543,EXP34-C,FP,"The escaped_* variable was already assigned and checked for NULL earlier in pw_mysql_check (each `if ((escaped_X = pw_mysql_escape_string(...)) == NULL) goto bye;` around lines 368-386) and is never reassigned, so it is guaranteed non-NULL by the time this later call executes."
pureftpd,src/log_mysql.c,544,EXP34-C,FP,"The escaped_* variable was already assigned and checked for NULL earlier in pw_mysql_check (each `if ((escaped_X = pw_mysql_escape_string(...)) == NULL) goto bye;` around lines 368-386) and is never reassigned, so it is guaranteed non-NULL by the time this later call executes."
pureftpd,src/log_mysql.c,544,EXP34-C,FP,"The escaped_* variable was already assigned and checked for NULL earlier in pw_mysql_check (each `if ((escaped_X = pw_mysql_escape_string(...)) == NULL) goto bye;` around lines 368-386) and is never reassigned, so it is guaranteed non-NULL by the time this later call executes."
pureftpd,src/log_mysql.c,545,EXP34-C,FP,"The escaped_* variable was already assigned and checked for NULL earlier in pw_mysql_check (each `if ((escaped_X = pw_mysql_escape_string(...)) == NULL) goto bye;` around lines 368-386) and is never reassigned, so it is guaranteed non-NULL by the time this later call executes."
pureftpd,src/log_mysql.c,546,ERR33-C,TP,"strtoul/strtoull's return value is used directly (`q > 0` check only) with no way to distinguish a genuine 0 result from a conversion error, matching ERR33-C's requirement to check error-indicating return values."
pureftpd,src/log_mysql.c,546,ERR01-C,TP,"The code calls strtoul/strtoull and never checks errno afterward (no `errno = 0` reset and no post-call errno check), matching ERR01-C's requirement to consistently check errno for functions that set it on error."
pureftpd,src/log_mysql.c,546,ERR30-C,TP,"errno is never reset to 0 before this strtoul/strtoull call, so a stale errno from an earlier library call could be misread as this call's error indicator, matching ERR30-C."
pureftpd,src/log_mysql.c,549,INT30-C,TP,"`q` (from strtoul/strtoull on DB-sourced quota/bandwidth data) is multiplied by a constant with no overflow check beforehand, matching the unsigned-wraparound pattern INT30-C flags."
pureftpd,src/log_mysql.c,554,EXP34-C,FP,"The escaped_* variable was already assigned and checked for NULL earlier in pw_mysql_check (each `if ((escaped_X = pw_mysql_escape_string(...)) == NULL) goto bye;` around lines 368-386) and is never reassigned, so it is guaranteed non-NULL by the time this later call executes."
pureftpd,src/log_mysql.c,554,EXP34-C,FP,"The escaped_* variable was already assigned and checked for NULL earlier in pw_mysql_check (each `if ((escaped_X = pw_mysql_escape_string(...)) == NULL) goto bye;` around lines 368-386) and is never reassigned, so it is guaranteed non-NULL by the time this later call executes."
pureftpd,src/log_mysql.c,555,EXP34-C,FP,"The escaped_* variable was already assigned and checked for NULL earlier in pw_mysql_check (each `if ((escaped_X = pw_mysql_escape_string(...)) == NULL) goto bye;` around lines 368-386) and is never reassigned, so it is guaranteed non-NULL by the time this later call executes."
pureftpd,src/log_mysql.c,555,EXP34-C,FP,"The escaped_* variable was already assigned and checked for NULL earlier in pw_mysql_check (each `if ((escaped_X = pw_mysql_escape_string(...)) == NULL) goto bye;` around lines 368-386) and is never reassigned, so it is guaranteed non-NULL by the time this later call executes."
pureftpd,src/log_mysql.c,556,EXP34-C,FP,"The escaped_* variable was already assigned and checked for NULL earlier in pw_mysql_check (each `if ((escaped_X = pw_mysql_escape_string(...)) == NULL) goto bye;` around lines 368-386) and is never reassigned, so it is guaranteed non-NULL by the time this later call executes."
pureftpd,src/log_mysql.c,557,ERR33-C,TP,"strtoul/strtoull's return value is used directly (`q > 0` check only) with no way to distinguish a genuine 0 result from a conversion error, matching ERR33-C's requirement to check error-indicating return values."
pureftpd,src/log_mysql.c,557,ERR01-C,TP,"The code calls strtoul/strtoull and never checks errno afterward (no `errno = 0` reset and no post-call errno check), matching ERR01-C's requirement to consistently check errno for functions that set it on error."
pureftpd,src/log_mysql.c,557,ERR30-C,TP,"errno is never reset to 0 before this strtoul/strtoull call, so a stale errno from an earlier library call could be misread as this call's error indicator, matching ERR30-C."
pureftpd,src/log_mysql.c,560,INT30-C,TP,"`q` (from strtoul/strtoull on DB-sourced quota/bandwidth data) is multiplied by a constant with no overflow check beforehand, matching the unsigned-wraparound pattern INT30-C flags."
pureftpd,src/log_mysql.c,574,EXP05-C,FP,"Casting away const to call free() on spwd/uid/gid/dir/sqta_*/ratio_*/bandwidth_* is the standard, CERT-accepted idiom: these are local `const char *` pointers only to prevent accidental modification through the alias earlier in the function, but the underlying objects were heap-allocated by pw_mysql_getquery/strdup (never truly const-qualified at allocation), so casting away const solely to pass them to free() does not modify a const object and is not a real EXP05-C violation."
pureftpd,src/log_mysql.c,576,EXP05-C,FP,"Casting away const to call free() on spwd/uid/gid/dir/sqta_*/ratio_*/bandwidth_* is the standard, CERT-accepted idiom: these are local `const char *` pointers only to prevent accidental modification through the alias earlier in the function, but the underlying objects were heap-allocated by pw_mysql_getquery/strdup (never truly const-qualified at allocation), so casting away const solely to pass them to free() does not modify a const object and is not a real EXP05-C violation."
pureftpd,src/log_mysql.c,579,EXP05-C,FP,"Casting away const to call free() on spwd/uid/gid/dir/sqta_*/ratio_*/bandwidth_* is the standard, CERT-accepted idiom: these are local `const char *` pointers only to prevent accidental modification through the alias earlier in the function, but the underlying objects were heap-allocated by pw_mysql_getquery/strdup (never truly const-qualified at allocation), so casting away const solely to pass them to free() does not modify a const object and is not a real EXP05-C violation."
pureftpd,src/log_mysql.c,581,EXP05-C,FP,"Casting away const to call free() on spwd/uid/gid/dir/sqta_*/ratio_*/bandwidth_* is the standard, CERT-accepted idiom: these are local `const char *` pointers only to prevent accidental modification through the alias earlier in the function, but the underlying objects were heap-allocated by pw_mysql_getquery/strdup (never truly const-qualified at allocation), so casting away const solely to pass them to free() does not modify a const object and is not a real EXP05-C violation."
pureftpd,src/log_mysql.c,583,EXP05-C,FP,"Casting away const to call free() on spwd/uid/gid/dir/sqta_*/ratio_*/bandwidth_* is the standard, CERT-accepted idiom: these are local `const char *` pointers only to prevent accidental modification through the alias earlier in the function, but the underlying objects were heap-allocated by pw_mysql_getquery/strdup (never truly const-qualified at allocation), so casting away const solely to pass them to free() does not modify a const object and is not a real EXP05-C violation."
pureftpd,src/log_mysql.c,584,EXP05-C,FP,"Casting away const to call free() on spwd/uid/gid/dir/sqta_*/ratio_*/bandwidth_* is the standard, CERT-accepted idiom: these are local `const char *` pointers only to prevent accidental modification through the alias earlier in the function, but the underlying objects were heap-allocated by pw_mysql_getquery/strdup (never truly const-qualified at allocation), so casting away const solely to pass them to free() does not modify a const object and is not a real EXP05-C violation."
pureftpd,src/log_mysql.c,587,EXP05-C,FP,"Casting away const to call free() on spwd/uid/gid/dir/sqta_*/ratio_*/bandwidth_* is the standard, CERT-accepted idiom: these are local `const char *` pointers only to prevent accidental modification through the alias earlier in the function, but the underlying objects were heap-allocated by pw_mysql_getquery/strdup (never truly const-qualified at allocation), so casting away const solely to pass them to free() does not modify a const object and is not a real EXP05-C violation."
pureftpd,src/log_mysql.c,588,EXP05-C,FP,"Casting away const to call free() on spwd/uid/gid/dir/sqta_*/ratio_*/bandwidth_* is the standard, CERT-accepted idiom: these are local `const char *` pointers only to prevent accidental modification through the alias earlier in the function, but the underlying objects were heap-allocated by pw_mysql_getquery/strdup (never truly const-qualified at allocation), so casting away const solely to pass them to free() does not modify a const object and is not a real EXP05-C violation."
pureftpd,src/log_mysql.c,591,EXP05-C,FP,"Casting away const to call free() on spwd/uid/gid/dir/sqta_*/ratio_*/bandwidth_* is the standard, CERT-accepted idiom: these are local `const char *` pointers only to prevent accidental modification through the alias earlier in the function, but the underlying objects were heap-allocated by pw_mysql_getquery/strdup (never truly const-qualified at allocation), so casting away const solely to pass them to free() does not modify a const object and is not a real EXP05-C violation."
pureftpd,src/log_mysql.c,592,EXP05-C,FP,"Casting away const to call free() on spwd/uid/gid/dir/sqta_*/ratio_*/bandwidth_* is the standard, CERT-accepted idiom: these are local `const char *` pointers only to prevent accidental modification through the alias earlier in the function, but the underlying objects were heap-allocated by pw_mysql_getquery/strdup (never truly const-qualified at allocation), so casting away const solely to pass them to free() does not modify a const object and is not a real EXP05-C violation."
pureftpd,src/log_mysql.c,604,DCL06-C,TP,"'421' appears twice in log_mysql.c (lines 604 and 608, both `die(421, ...)` calls) with no symbolic constant."
pureftpd,src/log_mysql.c,615,ERR07-C,TP,"atoi() is called on tildexp_s/port_s with no error detection (no way to distinguish a parse failure/0 from a legitimate 0), matching the rule."
pureftpd,src/log_mysql.c,615,ERR34-C,TP,"atoi() is used to convert tildexp_s/port_s to a number without any error detection (errno, end pointer, or range checking), matching ERR34-C."
pureftpd,src/log_mysql.c,622,ERR07-C,TP,"atoi() is called on tildexp_s/port_s with no error detection (no way to distinguish a parse failure/0 from a legitimate 0), matching the rule."
pureftpd,src/log_mysql.c,622,ERR34-C,TP,"atoi() is used to convert tildexp_s/port_s to a number without any error detection (errno, end pointer, or range checking), matching ERR34-C."
pureftpd,src/log_mysql.c,623,DCL06-C,TP,'65535' (max TCP port) is used as a bare literal in the port-range check with no symbolic constant.
pureftpd,src/log_mysql.c,631,PRE00-C,TP,"`#define ZFREE(X) do { free(X); (X) = NULL; } while (0)` references parameter X twice in its body, the pattern PRE00-C flags in favor of an inline/static function."
pureftpd,src/log_mysql.c,631,PRE12-C,TP,"Same ZFREE macro evaluates/references X twice (`free(X)` and `(X) = NULL`), matching PRE12-C's multiple-evaluation criterion."
pureftpd,src/log_mysql.h,2,DCL37-C,TP,"The include guard macro (`__LOG_MYSQL_H__` / `__LOG_MYSQL_P_H__`) begins with a double underscore, which the C standard reserves for the implementation, a genuine DCL37-C violation."
pureftpd,src/log_mysql.h,4,MSC41-C,FP,"PASSWD_SQL_ARGON2/SCRYPT/CRYPT/CLEARTEXT/ANY are algorithm-selector tag strings (config keyword values used to pick a hashing scheme), not secrets, passwords, or keys; MSC41-C targets embedded credentials/keys, not enum-like identifier strings."
pureftpd,src/log_mysql.h,5,MSC41-C,FP,"PASSWD_SQL_ARGON2/SCRYPT/CRYPT/CLEARTEXT/ANY are algorithm-selector tag strings (config keyword values used to pick a hashing scheme), not secrets, passwords, or keys; MSC41-C targets embedded credentials/keys, not enum-like identifier strings."
pureftpd,src/log_mysql.h,6,MSC41-C,FP,"PASSWD_SQL_ARGON2/SCRYPT/CRYPT/CLEARTEXT/ANY are algorithm-selector tag strings (config keyword values used to pick a hashing scheme), not secrets, passwords, or keys; MSC41-C targets embedded credentials/keys, not enum-like identifier strings."
pureftpd,src/log_mysql.h,7,MSC41-C,FP,"PASSWD_SQL_ARGON2/SCRYPT/CRYPT/CLEARTEXT/ANY are algorithm-selector tag strings (config keyword values used to pick a hashing scheme), not secrets, passwords, or keys; MSC41-C targets embedded credentials/keys, not enum-like identifier strings."
pureftpd,src/log_mysql.h,8,MSC41-C,FP,"PASSWD_SQL_ARGON2/SCRYPT/CRYPT/CLEARTEXT/ANY are algorithm-selector tag strings (config keyword values used to pick a hashing scheme), not secrets, passwords, or keys; MSC41-C targets embedded credentials/keys, not enum-like identifier strings."
pureftpd,src/log_mysql.h,20,INT01-C,FP,"The `account` parameter in pw_mysql_check's signature is a username string pointer, not a size/length value; INT01-C only applies to integer values that represent an object's size, which this parameter's type/name/usage do not."
pureftpd,src/log_mysql_p.h,2,DCL37-C,TP,"The include guard macro (`__LOG_MYSQL_H__` / `__LOG_MYSQL_P_H__`) begins with a double underscore, which the C standard reserves for the implementation, a genuine DCL37-C violation."
pureftpd,src/log_mysql_p.h,7,DCL06-C,TP,'32224' is a bare MySQL version-ID magic number used in the `#if MYSQL_VERSION_ID < 32224` guard with no symbolic constant.
pureftpd,src/log_mysql_p.h,43,CON03-C,FP,"mysql_config_keywords is populated once by generic_parser() during single-threaded startup configuration parsing, before any FTP session threads exist; it is not concurrently read/written by multiple threads at runtime, so there is no real visibility hazard for CON03-C to flag."
pureftpd,src/log_mysql_p.h,43,ARR02-C,TP,"`static ConfigKeywords mysql_config_keywords[] = { ... };` relies entirely on the initializer for its size with no explicit bound, matching ARR02-C literally (though low practical risk since it's NULL-sentinel-terminated)."
pureftpd,src/log_mysql_p.h,75,API02-C,FP,"This is an `extern` declaration for a fixed third-party MySQL client-library function (make_scrambled_password-style API) whose `to` buffer has a fixed, well-known required size (MYSQL_CRYPT_LEN) by library convention, not a size the caller can vary; pure-ftpd cannot add a parameter to someone else's external ABI, and pass_len already documents the `password` argument's length."
pureftpd,src/log_pgsql.c,9,PRE08-C,TP,"'log_pgsql_p.h' and 'log_pgsql.h' share the same first 8 characters ('log_pgsq'), literally matching PRE08-C's uniqueness criterion, even though this has little practical impact on modern filesystems."
pureftpd,src/log_pgsql.c,30,MSC12-C,TP,"The if-branch in pw_pgsql_validate_name contains only a comment (`/* God bless the Ruby 'unless' keyword */`) and no executable statement, matching MSC12-C's empty-body pattern (used here deliberately to invert the condition via the else branch, but still literally an empty body)."
pureftpd,src/log_pgsql.c,46,DCL05-C,FP,"PGconn is a non-pointer typedef (`typedef struct pg_conn PGconn;` in libpq-fe.h) used here with an explicit `PGconn * const id_sql_server`; DCL05-C targets typedefs that hide a pointer type (e.g. `typedef struct obj *ObjectPtr;`), which this is not, and it's a third-party library type pure-ftpd doesn't control."
pureftpd,src/log_pgsql.c,57,MEM10-C,FP,"`if (from == NULL) { return NULL; }` is a correct, standard, idiomatic null check; MEM10-C's recommendation to centralize validation in a wrapper function is a low-priority style suggestion, not evidence this direct, correct check is a defect."
pureftpd,src/log_pgsql.c,62,STR01-C,FP,"Using a fixed-size stack buffer for a bounded local query string (line 350) and dynamic allocation for a variable-length, caller-owned escaped/returned string (line 62) reflects each buffer's distinct requirement, not the kind of haphazard/inconsistent string-handling STR01-C targets."
pureftpd,src/log_pgsql.c,62,ERR33-C,FP,malloc()'s return value IS checked immediately: `if ((to = malloc(to_len + (size_t) 2U)) == NULL) { return NULL; }` at lines 62-64.
pureftpd,src/log_pgsql.c,62,MEM02-C,TP,"`to = malloc(to_len + (size_t) 2U)` assigns malloc's void* result to `to` with no explicit cast, literally matching CERT MEM02-C's recommendation to cast the allocation result."
pureftpd,src/log_pgsql.c,62,ERR00-C,FP,malloc()'s return value IS checked immediately in the same statement's enclosing if: `if ((to = malloc(...)) == NULL) { return NULL; }`.
pureftpd,src/log_pgsql.c,62,INT32-C,TP,`to_len + (size_t) 2U` where to_len derives from `from_len * 2U + 1U` is unbounded arithmetic with no prior check that from_len (strlen of an escaped input string) is small enough to avoid wraparound before being passed to malloc.
pureftpd,src/log_pgsql.c,62,MEM04-C,FP,"to_len = from_len*2+1 is always >= 1, so `to_len + (size_t) 2U` is always >= 3 and can never be zero; the zero-size-allocation concern MEM04-C describes cannot occur here."
pureftpd,src/log_pgsql.c,62,MEM06-C,FP,"This buffer holds the escaped account name/IP/port/peer-IP/decimal-IP strings (see call sites in pw_pgsql_check), never the password itself, which is compared via crypt()/pure_strcmp() without ever passing through this escape buffer; it is not a secrets/key buffer requiring mlock()."
pureftpd,src/log_pgsql.c,66,DCL06-C,TP,'0xff' appears twice (lines 66 and 67) masking the random bytes with no symbolic constant.
pureftpd,src/log_pgsql.c,68,ARR30-C,FP,"`to` is allocated with `malloc(to_len + (size_t) 2U)`, so indices to_len and to_len+1 are within the valid range [0, to_len+1]; the accesses at these lines are always in-bounds."
pureftpd,src/log_pgsql.c,68,ARR37-C,FP,"`to`/`target` is a dynamically-sized buffer used exactly like an array (allocated via malloc with a computed size and walked with subscripting/pointer increment); this is the standard, correct way to use such a buffer, not the pointer-to-single-object misuse ARR37-C targets."
pureftpd,src/log_pgsql.c,68,EXP34-C,FP,"`to` was checked for NULL immediately after the malloc() call at line 62 (`if ((to = malloc(...)) == NULL) return NULL;`), so `to` is guaranteed non-NULL at this later array access."
pureftpd,src/log_pgsql.c,69,ARR30-C,FP,"`to` is allocated with `malloc(to_len + (size_t) 2U)`, so indices to_len and to_len+1 are within the valid range [0, to_len+1]; the accesses at these lines are always in-bounds."
pureftpd,src/log_pgsql.c,69,ARR37-C,FP,"`to`/`target` is a dynamically-sized buffer used exactly like an array (allocated via malloc with a computed size and walked with subscripting/pointer increment); this is the standard, correct way to use such a buffer, not the pointer-to-single-object misuse ARR37-C targets."
pureftpd,src/log_pgsql.c,81,ARR30-C,FP,"`to` is allocated with `malloc(to_len + (size_t) 2U)`, so indices to_len and to_len+1 are within the valid range [0, to_len+1]; the accesses at these lines are always in-bounds."
pureftpd,src/log_pgsql.c,81,ARR37-C,FP,"`to`/`target` is a dynamically-sized buffer used exactly like an array (allocated via malloc with a computed size and walked with subscripting/pointer increment); this is the standard, correct way to use such a buffer, not the pointer-to-single-object misuse ARR37-C targets."
pureftpd,src/log_pgsql.c,82,ARR30-C,FP,"`to` is allocated with `malloc(to_len + (size_t) 2U)`, so indices to_len and to_len+1 are within the valid range [0, to_len+1]; the accesses at these lines are always in-bounds."
pureftpd,src/log_pgsql.c,82,ARR37-C,FP,"`to`/`target` is a dynamically-sized buffer used exactly like an array (allocated via malloc with a computed size and walked with subscripting/pointer increment); this is the standard, correct way to use such a buffer, not the pointer-to-single-object misuse ARR37-C targets."
pureftpd,src/log_pgsql.c,84,STR34-C,FP,"`*to++ = 0;` assigns the constant 0 to a char in this deliberate self-destructing infinite loop (triggered only if the anti-overflow canary bytes were corrupted); assigning a literal 0 has no sign-extension hazard, so the rule's stated concern does not apply here."
pureftpd,src/log_pgsql.c,84,ARR37-C,FP,"`to`/`target` is a dynamically-sized buffer used exactly like an array (allocated via malloc with a computed size and walked with subscripting/pointer increment); this is the standard, correct way to use such a buffer, not the pointer-to-single-object misuse ARR37-C targets."
pureftpd,src/log_pgsql.c,87,ARR30-C,FP,"The preceding block (lines 80-86) enters an infinite defensive loop and never falls through when tolen >= to_len, so line 87 (`to[tolen] = 0;`) is only reached when tolen < to_len < to_len+2 (the actual allocation size). The access is provably in-bounds."
pureftpd,src/log_pgsql.c,87,ARR37-C,FP,"`to` is a heap buffer from malloc(to_len+2) used exactly as an array via pointer subscript; this is the standard/legitimate C idiom for indexing a dynamically allocated buffer, not a pointer-to-single-object misuse."
pureftpd,src/log_pgsql.c,91,DCL30-C,FP,"`to` is a local pointer *variable* but it holds a heap address returned by malloc() at line 62; returning it returns valid heap memory, not a dangling pointer to automatic storage."
pureftpd,src/log_pgsql.c,91,ARR00-C,FP,"`to` is not a local array; it is a pointer to malloc'd heap memory, so the returned pointer remains valid after the function returns."
pureftpd,src/log_pgsql.c,109,EXP40-C,FP,"`query` is declared `char * const query` -- a const-qualified pointer to non-const char, not a pointer-to-const. Assigning it to `char *query_pnt` strips no pointee const-qualification."
pureftpd,src/log_pgsql.c,117,ARR30-C,FP,"`while (*orig_str_scan != 0)` is the standard NUL-terminated string scan idiom; the loop is bounded by the terminator of orig_str, not unbounded."
pureftpd,src/log_pgsql.c,120,CON43-C,FP,"sqlsubst is purely single-threaded sequential string-substitution code with no shared/volatile state, threads, or signal handlers; there is no double-fetch/TOCTOU concurrency scenario here at all."
pureftpd,src/log_pgsql.c,128,EXP34-C,FP,"user_len is computed as 0 when user==NULL (line 111), and the memcpy is only reached after the `user_len <= 0` guard (lines 125-126) is false, so user is guaranteed non-NULL when passed to memcpy."
pureftpd,src/log_pgsql.c,128,EXP05-C,FP,user_len is a `const size_t` passed by value; there is no pointer involved and no const qualifier is cast away.
pureftpd,src/log_pgsql.c,139,EXP34-C,FP,"Same guard pattern as 'user': ip_len is 0 when ip==NULL, and the memcpy is reached only when ip_len>0, guaranteeing ip is non-NULL."
pureftpd,src/log_pgsql.c,139,EXP05-C,FP,ip_len is a const size_t passed by value; no pointer qualification is stripped.
pureftpd,src/log_pgsql.c,150,EXP34-C,FP,"Same guard pattern: port_len is 0 when port==NULL, and memcpy only executes when port_len>0, guaranteeing port is non-NULL."
pureftpd,src/log_pgsql.c,150,EXP05-C,FP,port_len is a const size_t passed by value; no pointer qualification is stripped.
pureftpd,src/log_pgsql.c,161,EXP34-C,FP,"Same guard pattern: peer_ip_len is 0 when peer_ip==NULL, and memcpy only executes when peer_ip_len>0, guaranteeing peer_ip is non-NULL."
pureftpd,src/log_pgsql.c,161,EXP05-C,FP,peer_ip_len is a const size_t passed by value; no pointer qualification is stripped.
pureftpd,src/log_pgsql.c,172,EXP34-C,FP,"Same guard pattern: decimal_ip_len is 0 when decimal_ip==NULL, and memcpy only executes when decimal_ip_len>0, guaranteeing decimal_ip is non-NULL."
pureftpd,src/log_pgsql.c,172,EXP05-C,FP,decimal_ip_len is a const size_t passed by value; no pointer qualification is stripped.
pureftpd,src/log_pgsql.c,180,STR34-C,FP,"`*query_pnt++ = '\\';` writes a char literal into the pointee; the rule's check_pointer_expression fires on any pointer dereference whose parent is an assignment_expression without distinguishing LHS write targets from RHS widening reads, so this write-to-char is misflagged as a sign-extension read."
pureftpd,src/log_pgsql.c,189,STR34-C,FP,"`*query_pnt++ = *orig_str_scan;` at column 9 flags the LHS write target `*query_pnt++`; per the same rule logic gap as line 180, a write is not a widening conversion and no sign extension occurs."
pureftpd,src/log_pgsql.c,189,STR34-C,FP,"The RHS `*orig_str_scan` (char) is assigned to `*query_pnt` which is also char, not a larger integer type; the rule's check_assignment_expression fires whenever the RHS is a pointer dereference without verifying the LHS type is actually wider, so this char-to-char copy is misflagged."
pureftpd,src/log_pgsql.c,189,STR34-C,FP,"Duplicate firing of the same false-positive pattern as the other line-189 finding: char-to-char copy via `*query_pnt++ = *orig_str_scan;`, no widening conversion actually occurs."
pureftpd,src/log_pgsql.c,193,STR34-C,FP,"`*query_pnt = 0;` writes the integer literal 0 (narrowed to char) into the pointee; this is a write, not a char-to-wider-type read, so no sign extension risk exists."
pureftpd,src/log_pgsql.c,195,DCL30-C,FP,"`query` is a function *parameter* aliasing the caller's own buffer (e.g. the `query[PGSQL_MAX_REQUEST_LENGTH]` stack array declared in the caller, pw_pgsql_getquery), not a local variable of sqlsubst; returning it back to the caller is safe and intentional (per the function's documented contract to return @ on success)."
pureftpd,src/log_pgsql.c,203,EXP40-C,FP,`to` is declared `char * const to` -- a const pointer to non-const char; assigning it to `char *target` strips no pointee const-qualification.
pureftpd,src/log_pgsql.c,207,CON43-C,FP,pw_pgsql_escape_conninfo_ is single-threaded sequential code with no shared state or concurrency; the switch on *source is not a double-fetch scenario.
pureftpd,src/log_pgsql.c,212,STR34-C,FP,"`*target++ = '\\';` is a write of a char literal to the pointee, not a widening read; same LHS-misclassification bug as line 180."
pureftpd,src/log_pgsql.c,213,STR34-C,FP,"`*target++ = 'r';` is a write of a char literal, not a widening read of a char pointer."
pureftpd,src/log_pgsql.c,216,STR34-C,FP,"`*target++ = '\\';` is a write of a char literal, not a widening read."
pureftpd,src/log_pgsql.c,217,STR34-C,FP,"`*target++ = 'n';` is a write of a char literal, not a widening read."
pureftpd,src/log_pgsql.c,220,STR34-C,FP,"`*target++ = '\\';` is a write of a char literal, not a widening read."
pureftpd,src/log_pgsql.c,221,STR34-C,FP,"`*target++ = 'b';` is a write of a char literal, not a widening read."
pureftpd,src/log_pgsql.c,224,STR34-C,FP,"`*target++ = '\'';` is a write of a char literal, not a widening read."
pureftpd,src/log_pgsql.c,225,STR34-C,FP,"`*target++ = '\'';` is a write of a char literal, not a widening read."
